target_id	length	eff_length	est_counts	tpm
Sobic.009G046900.1	2265	2077.28	310	19.7933
Sobic.009G047000.1	1358	1170.28	5.00567	0.567317
Sobic.009G047066.1	1413	1225.28	0	0
Sobic.009G047100.1	387	200.505	0	0
Sobic.009G047150.1	719	531.624	0	0
Sobic.009G047200.1	4343	4155.28	1232	39.3244
Sobic.009G047400.1	1420	1232.28	15	1.61449
Sobic.009G047600.1	1707	1519.28	0	0
Sobic.009G047700.3	1457	1269.28	0	0
Sobic.009G047800.2	1131	943.275	0	0
Sobic.009G047900.1	1588	1400.28	0	0
Sobic.009G048000.1	3120	2932.28	3	0.135696
Sobic.009G048100.1	2093	1905.28	6	0.417681
Sobic.009G048202.1	1778	1590.28	0	0
Sobic.009G048300.2	2462	2274.28	0	0
Sobic.009G048466.1	633	445.675	0	0
Sobic.009G048600.2	1493	1305.28	0	0
Sobic.009G048700.1	1424	1236.28	1	0.107284
Sobic.009G048800.1	857	669.507	240	47.5453
Sobic.009G048900.1	1919	1731.28	1562	119.665
Sobic.009G049000.4	453	265.964	22	10.9711
Sobic.009G049150.1	567	379.755	0	0
Sobic.009G049200.1	2833	2645.28	90	4.51256
Sobic.009G049300.1	2784	2596.28	1314	67.1268
Sobic.009G049400.1	3389	3201.28	814	33.7251
Sobic.009G049500.3	4711	4523.28	59	1.73002
Sobic.009G049550.1	6677	6489.28	15.5333	0.317481
Sobic.009G049600.2	5714	5526.28	20.4667	0.49121
Sobic.009G049800.1	4631	4443.28	14	0.417904
Sobic.009G049900.4	2563	2375.28	1	0.055839
Sobic.009G050000.2	4362	4174.28	220	6.99025
Sobic.009G050100.1	1133	945.275	347	48.6881
Sobic.009G050200.2	754	566.571	110	25.7507
Sobic.009G050300.1	1079	891.275	1452	216.076
Sobic.009G050400.1	3076	2888.28	151	6.93409
Sobic.009G050500.1	1634	1446.28	431	39.5255
Sobic.009G050600.1	1334	1146.28	208.052	24.0732
Sobic.009G050700.1	2652	2464.28	1680	90.4215
Sobic.009G050900.2	2008	1820.28	322	23.4623
Sobic.009G051002.1	618	430.675	0	0
Sobic.009G051201.1	1256	1068.28	0	0
Sobic.009G051301.1	857	669.507	0	0
Sobic.009G051400.1	1328	1140.28	0	0
Sobic.009G051500.1	1336	1148.28	120	13.8607
Sobic.009G051600.1	1717	1529.28	1074	93.1472
Sobic.009G051700.1	2486	2298.28	1335	77.0425
Sobic.009G051800.5	3521	3333.28	41	1.63141
Sobic.009G051900.5	1741	1553.28	7	0.597724
Sobic.009G052000.4	4328	4140.28	3	0.0961044
Sobic.009G052100.2	2670	2482.28	109	5.82409
Sobic.009G052200.2	2211	2023.28	269	17.6339
Sobic.009G052300.3	2897	2709.28	0	0
Sobic.009G052400.1	2828	2640.28	0	0
Sobic.009G052500.1	1248	1060.28	254	31.7736
Sobic.009G052600.1	952	764.432	649	112.605
Sobic.009G052700.1	1657	1469.28	30	2.70813
Sobic.009G052800.1	1469	1281.28	0	0
Sobic.009G052902.1	1582	1394.28	0	0
Sobic.009G053201.1	528	340.755	32	12.4554
Sobic.009G053300.1	423	236.113	33	18.5373
Sobic.009G053400.1	1503	1315.28	6	0.605043
Sobic.009G053501.1	318	133.478	0	0
Sobic.009G053600.1	1757	1569.28	57	4.81756
Sobic.009G053700.3	1419	1231.28	216	23.2675
Sobic.009G053800.4	1379	1191.28	248	27.6116
Sobic.009G053900.1	4254	4066.28	1103	35.9774
Sobic.009G054000.1	914	726.507	281	51.3
Sobic.009G054100.1	1858	1670.28	154	12.2288
Sobic.009G054200.2	4234	4046.28	89	2.91733
Sobic.009G054301.1	2257	2069.28	100	6.40963
Sobic.009G054400.2	3349	3161.28	63	2.6432
Sobic.009G054500.3	2596	2408.28	27	1.48699
Sobic.009G054600.1	2052	1864.28	446	31.7304
Sobic.009G054700.1	1644	1456.28	384	34.9735
Sobic.009G054800.1	780	592.571	1513.01	338.651
Sobic.009G054900.1	2079	1891.28	1643	115.222
Sobic.009G055100.1	1635	1447.28	910	83.3953
Sobic.009G055200.2	321	136.314	51	49.6226
Sobic.009G055300.1	1405	1217.28	0	0
Sobic.009G055400.1	2583	2395.28	302	16.7226
Sobic.009G055550.1	807	619.571	0	0
Sobic.009G055600.1	4103	3915.28	124	4.20059
Sobic.009G055700.1	1129	941.275	0	0
Sobic.009G055800.2	705	517.624	537	137.598
Sobic.009G055900.1	2817	2629.28	4	0.201779
Sobic.009G056100.2	2305	2117.28	0	0
Sobic.009G056200.1	3575	3387.28	1151	45.0688
Sobic.009G056300.1	2015	1827.28	443	32.1552
Sobic.009G056400.1	1209	1021.28	0	0
Sobic.009G056500.1	6515	6327.28	1831	38.3816
Sobic.009G056600.1	1155	967.275	6	0.822721
Sobic.009G056700.1	3086	2898.28	3019	138.158
Sobic.009G056800.1	1508	1320.28	242	24.311
Sobic.009G056900.1	2997	2809.28	1	0.0472125
Sobic.009G056950.1	1339	1151.28	2	0.23041
Sobic.009G057000.5	1337	1149.28	0	0
Sobic.009G057200.2	1617	1429.28	58	5.38225
Sobic.009G057300.1	1921	1733.28	1018	77.899
Sobic.009G057400.1	791	603.571	5	1.09874
Sobic.009G057500.1	934	746.507	221	39.2654
Sobic.009G057600.2	3575	3387.28	50	1.95781
Sobic.009G057700.1	1756	1568.28	585	49.4749
Sobic.009G057800.2	3199	3011.28	4	0.176182
Sobic.009G057900.4	2680	2492.28	244	12.9851
Sobic.009G058100.1	1932	1744.28	2	0.152078
Sobic.009G058300.1	669	481.675	0	0
Sobic.009G058400.1	793	605.571	0	0
Sobic.009G058500.4	1143	955.275	66	9.16361
Sobic.009G058600.3	985	797.275	0	0
Sobic.009G058800.1	1318	1130.28	8.00062	0.938838
Sobic.009G058900.3	3552	3364.28	2	0.0788479
Sobic.009G059000.1	1556	1368.28	27.0017	2.61739
Sobic.009G059100.1	1236	1048.28	0	0
Sobic.009G059200.1	558	370.755	0	0
Sobic.009G059300.1	1329	1141.28	960	111.566
Sobic.009G059400.1	1242	1054.28	326	41.0124
Sobic.009G059500.1	2185	1997.28	257	17.0666
Sobic.009G059600.1	3068	2880.28	3	0.138146
Sobic.009G059700.1	1312	1124.28	661	77.9795
Sobic.009G059800.2	826	638.507	0	0
Sobic.009G059866.1	747	559.571	0	0
Sobic.009G059932.1	793	605.571	0	0
Sobic.009G060000.1	1394	1206.28	0	0
Sobic.009G060100.3	1546	1358.28	0	0
Sobic.009G060300.3	2243	2055.28	367	23.6836
Sobic.009G060400.1	2704	2516.28	113	5.95623
Sobic.009G060501.1	216	45.8492	0	0
Sobic.009G060600.1	574	386.717	0	0
Sobic.009G060700.1	4156	3968.28	0	0
Sobic.009G060800.2	2287	2099.28	0	0
Sobic.009G061000.1	2130	1942.28	14	0.956024
Sobic.009G061100.2	591	403.717	0	0
Sobic.009G061200.1	758	570.571	1	0.232457
Sobic.009G061300.1	210	41.6036	0	0
Sobic.009G061400.1	3740	3552.28	0	0
Sobic.009G061500.2	654	466.675	0	0
Sobic.009G061601.1	449	261.964	0	0
Sobic.009G061700.1	582	394.717	0	0
Sobic.009G061800.1	827	639.507	0	0
Sobic.009G061900.4	1196	1008.28	0	0
Sobic.009G062000.1	644	456.675	512	148.701
Sobic.009G062150.1	501	313.788	0	0
Sobic.009G062300.1	2330	2142.28	0	0
Sobic.009G062400.1	2068	1880.28	614	43.311
Sobic.009G062500.1	2104	1916.28	164	11.3511
Sobic.009G062600.1	2815	2627.28	5	0.252415
Sobic.009G062701.10	516	328.788	0	0
Sobic.009G062800.1	3152	2964.28	97	4.34015
Sobic.009G062900.1	4312	4124.28	404	12.9923
Sobic.009G063100.4	2188	2000.28	197	13.0625
Sobic.009G063150.1	252	74.2896	2	3.5707
Sobic.009G063200.1	964	776.355	11	1.87925
Sobic.009G063301.1	1353	1165.28	27	3.07317
Sobic.009G063400.1	4892	4704.28	275	7.75339
Sobic.009G063500.1	3176	2988.28	3	0.133153
Sobic.009G063700.1	2084	1896.28	0	0
Sobic.009G063800.1	1108	920.275	41	5.90905
Sobic.009G063900.1	1133	945.275	103	14.4521
Sobic.009G064000.1	853	665.507	506	100.844
Sobic.009G064100.1	699	511.624	2	0.518478
Sobic.009G064200.3	2657	2469.28	62	3.33023
Sobic.009G064250.1	1899	1711.28	0	0
Sobic.009G064300.1	1941	1753.28	339.028	25.647
Sobic.009G064350.1	393	206.444	122	78.3808
Sobic.009G064400.1	2422	2234.28	1273	75.5689
Sobic.009G064500.1	1539	1351.28	5.40658	0.530677
Sobic.009G064600.2	1853	1665.28	0	0
Sobic.009G064700.1	1233	1045.28	0	0
Sobic.009G064766.1	1022	834.275	13	2.06674
Sobic.009G064799.1	665	477.675	87	24.1568
Sobic.009G064900.1	2180	1992.28	31	2.06378
Sobic.009G065000.1	1460	1272.28	24	2.50197
Sobic.009G065100.1	1827	1639.28	820	66.3458
Sobic.009G065200.1	3170	2982.28	222	9.87317
Sobic.009G065300.1	666	478.675	3	0.831251
Sobic.009G065400.1	1168	980.275	481	65.0801
Sobic.009G065500.1	925	737.507	2	0.359679
Sobic.009G065600.2	3747	3559.28	336.252	12.5301
Sobic.009G065700.1	729	541.571	0	0
Sobic.009G065800.1	689	501.675	0	0
Sobic.009G065900.1	1639	1451.28	144	13.1602
Sobic.009G066000.1	1300	1112.28	0	0
Sobic.009G066100.1	2533	2345.28	4	0.226213
Sobic.009G066200.1	4559	4371.28	37	1.12265
Sobic.009G066300.2	765	577.571	0	0
Sobic.009G066400.5	3997	3809.28	29	1.00973
Sobic.009G066500.3	1920	1732.28	0	0
Sobic.009G066600.1	689	501.675	67	17.7135
Sobic.009G066700.1	1208	1020.28	0	0
Sobic.009G066850.1	754	566.571	1	0.234098
Sobic.009G066900.1	3353	3165.28	2118	88.7495
Sobic.009G067000.1	3616	3428.28	1345	52.0353
Sobic.009G067100.1	1662	1474.28	0	0
Sobic.009G067200.1	1125	937.275	37	5.23583
Sobic.009G067301.2	2459	2271.28	0	0
Sobic.009G067400.1	1829	1641.28	14	1.13135
Sobic.009G067450.1	875	687.507	0	0
Sobic.009G067600.1	490	302.851	2	0.875897
Sobic.009G067700.1	1086	898.275	0	0
Sobic.009G067800.1	618	430.675	0	0
Sobic.009G068000.5	1847	1659.28	63	5.03586
Sobic.009G068100.1	997	809.275	83	13.603
Sobic.009G068200.1	1211	1023.28	156	20.2201
Sobic.009G068300.1	2518	2330.28	82	4.66722
Sobic.009G068400.1	2225	2037.28	16	1.04165
Sobic.009G068500.1	1472	1284.28	1398	144.378
Sobic.009G068600.1	1655	1467.28	14	1.26552
Sobic.009G068700.1	2861	2673.28	103	5.11028
Sobic.009G068800.1	1761	1573.28	125	10.538
Sobic.009G068900.1	1183	995.275	1193	158.982
Sobic.009G069000.1	2742	2554.28	238	12.3584
Sobic.009G069100.1	210	41.6036	0	0
Sobic.009G069150.1	842	654.507	0	0
Sobic.009G069200.1	5042	4854.28	133	3.63395
Sobic.009G069300.2	5423	5235.28	592	14.998
Sobic.009G069450.1	809	621.571	15	3.20075
Sobic.009G069500.1	564	376.755	58	20.4183
Sobic.009G069600.1	2870	2682.28	419	20.7187
Sobic.009G069700.1	1830	1642.28	2	0.161523
Sobic.009G069800.1	2265	2077.28	50	3.19247
Sobic.009G069901.1	866	678.507	1	0.195478
Sobic.009G070000.3	3113	2925.28	0	0
Sobic.009G070100.1	593	405.717	72	23.5375
Sobic.009G070200.1	1336	1148.28	642	74.155
Sobic.009G070250.1	740	552.571	199.488	47.883
Sobic.009G070300.2	453	265.964	28	13.9632
Sobic.009G070500.1	2456	2268.28	2	0.116946
Sobic.009G070550.1	594	406.717	0	0
Sobic.009G070600.1	1140	952.275	187	26.0454
Sobic.009G070700.1	1197	1009.28	126	16.5582
Sobic.009G070750.1	2961	2773.28	0	0
Sobic.009G070800.2	4079	3891.28	9	0.306762
Sobic.009G070900.1	589	401.717	71	23.4417
Sobic.009G070950.1	577	389.717	66	22.4619
Sobic.009G071100.2	459	271.964	0	0
Sobic.009G071300.1	1138	950.275	0	0
Sobic.009G071401.1	1917	1729.28	0	0
Sobic.009G071500.1	795	607.571	2	0.436601
Sobic.009G071600.1	1759	1571.28	0	0
Sobic.009G071700.1	1703	1515.28	47	4.11394
Sobic.009G071800.1	2406	2218.28	520	31.0913
Sobic.009G071900.2	485	297.851	0	0
Sobic.009G072000.1	1668	1480.28	376	33.6897
Sobic.009G072100.2	2056	1868.28	687	48.7716
Sobic.009G072200.1	1500	1312.28	79	7.98461
Sobic.009G072300.1	880	692.507	9	1.72373
Sobic.009G072334.1	339	153.613	118	101.884
Sobic.009G072366.1	1773	1585.28	0	0
Sobic.009G072400.1	4462	4274.28	224.692	6.97232
Sobic.009G072500.1	3184	2996.28	45.3075	2.00558
Sobic.009G072600.1	1643	1455.28	0	0
Sobic.009G072700.1	2201	2013.28	232	15.284
Sobic.009G072800.1	818	630.571	0	0
Sobic.009G072900.2	2398	2210.28	134	8.041
Sobic.009G073000.1	941	753.507	285	50.1659
Sobic.009G073100.1	1816	1628.28	1349	109.884
Sobic.009G073200.1	441	253.991	0	0
Sobic.009G073300.1	1948	1760.28	22	1.65765
Sobic.009G073400.1	1917	1729.28	51	3.91163
Sobic.009G073500.1	1750	1562.28	88	7.47096
Sobic.009G073600.1	594	406.717	0	0
Sobic.009G073700.1	525	337.755	0	0
Sobic.009G073800.5	1809	1621.28	23	1.88158
Sobic.009G073900.1	1426	1238.28	1195	127.998
Sobic.009G074100.6	928	740.507	7	1.25378
Sobic.009G074201.1	953	765.432	43	7.45098
Sobic.009G074300.2	2390	2202.28	123	7.40773
Sobic.009G074400.2	3256	3068.28	664	28.7029
Sobic.009G074500.1	1168	980.275	16	2.16483
Sobic.009G074700.1	2853	2665.28	964	47.9718
Sobic.009G074900.1	1819	1631.28	0	0
Sobic.009G075000.1	1782	1594.28	0	0
Sobic.009G075100.1	929	741.507	10	1.78869
Sobic.009G075300.2	510	322.788	0	0
Sobic.009G075400.1	952	764.432	0	0
Sobic.009G075500.2	1205	1017.28	382	49.8054
Sobic.009G075600.1	2380	2192.28	90	5.44501
Sobic.009G075800.1	2111	1923.28	287	19.7921
Sobic.009G075900.1	1360	1172.28	48	5.43079
Sobic.009G076200.1	1542	1354.28	0	0
Sobic.009G076300.1	522	334.755	0	0
Sobic.009G076400.1	964	776.355	660	112.755
Sobic.009G076500.1	805	617.571	0	0
Sobic.009G076550.1	246	69.2887	8	15.3137
Sobic.009G076700.1	843	655.507	0	0
Sobic.009G076800.1	1972	1784.28	0	0
Sobic.009G076900.1	1654	1466.28	6	0.542734
Sobic.009G077100.1	744	556.571	59	14.0599
Sobic.009G077300.1	3246	3058.28	7	0.30358
Sobic.009G077400.1	2594	2406.28	1722	94.916
Sobic.009G077500.1	1955	1767.28	4.01359	0.301217
Sobic.009G077600.1	3542	3354.28	370	14.6303
Sobic.009G077700.1	1276	1088.28	50	6.09372
Sobic.009G077800.1	668	480.675	590	162.799
Sobic.009G078000.1	1734	1546.28	79	6.77629
Sobic.009G078200.1	3715	3527.28	893	33.5787
Sobic.009G078300.1	1578	1390.28	407	38.828
Sobic.009G078500.1	1613	1425.28	34	3.16396
Sobic.009G078600.1	1384	1196.28	0	0
Sobic.009G078700.1	1002	814.275	0	0
Sobic.009G078900.1	1675	1487.28	0	0
Sobic.009G079000.1	2059	1871.28	9	0.637905
Sobic.009G079100.2	3701	3513.28	284	10.7215
Sobic.009G079200.1	747	559.571	0	0
Sobic.009G079300.1	3376	3188.28	495	20.5921
Sobic.009G079400.1	2863	2675.28	18	0.892392
Sobic.009G079500.1	2319	2131.28	180	11.2017
Sobic.009G079600.2	854	666.507	163.701	32.576
Sobic.009G079650.1	1349	1161.28	1	0.114213
Sobic.009G079801.1	315	130.625	0	0
Sobic.009G079900.1	2501	2313.28	0	0
Sobic.009G079950.1	1397	1209.28	17	1.86455
Sobic.009G079975.1	293	110.323	113	135.851
Sobic.009G080000.6	1779	1591.28	2.00357	0.166998
Sobic.009G080100.15	754	566.571	202	47.2877
Sobic.009G080150.1	1539	1351.28	0	0
Sobic.009G080200.1	1403	1215.28	258	28.1577
Sobic.009G080266.1	1530	1342.28	0	0
Sobic.009G080300.1	919	731.507	2	0.362629
Sobic.009G080400.3	1779	1591.28	594	49.51
Sobic.009G080500.2	429	242.089	0	0
Sobic.009G080600.1	1855	1667.28	59	4.69349
Sobic.009G080700.1	1173	985.275	45	6.05768
Sobic.009G080800.2	493	305.851	6.45809	2.80057
Sobic.009G080900.1	2551	2363.28	3	0.168368
Sobic.009G081400.1	294	111.221	0	0
Sobic.009G081500.2	3695	3507.28	316	11.95
Sobic.009G081601.1	501	313.788	0	0
Sobic.009G081700.7	2423	2235.28	15	0.890044
Sobic.009G081800.2	3736	3548.28	3	0.112139
Sobic.009G081900.1	2843	2655.28	0	0
Sobic.009G082000.1	2800	2612.28	1346	68.3404
Sobic.009G082050.1	978	790.355	0	0
Sobic.009G082200.1	2875	2687.28	1969	97.1818
Sobic.009G082300.1	1411	1223.28	0	0
Sobic.009G082400.2	2000	1812.28	111	8.12363
Sobic.009G082500.1	699	511.624	35	9.07336
Sobic.009G082600.2	2609	2421.28	347	19.008
Sobic.009G082700.1	4594	4406.28	0	0
Sobic.009G082800.2	1279	1091.28	51	6.19851
Sobic.009G082900.1	880	692.507	0	0
Sobic.009G083000.1	1123	935.275	7.26765	1.03064
Sobic.009G083100.1	2449	2261.28	113.732	6.67086
Sobic.009G083200.1	1709	1521.28	906	78.9899
Sobic.009G083300.1	2814	2626.28	347	17.5243
Sobic.009G083400.2	2562	2374.28	593	33.1265
Sobic.009G083450.2	366	179.825	19	14.0137
Sobic.009G083500.1	741	553.571	12	2.87514
Sobic.009G083600.1	1056	868.275	31	4.73539
Sobic.009G083800.1	3534	3346.28	68	2.69525
Sobic.009G083900.4	4980	4792.28	721	19.9547
Sobic.009G084000.3	1170	982.275	550	74.2644
Sobic.009G084100.1	1559	1371.28	0	0
Sobic.009G084300.1	1334	1146.28	17	1.96703
Sobic.009G084400.2	1773	1585.28	0	0
Sobic.009G084500.1	2225	2037.28	492	32.0307
Sobic.009G084600.1	1534	1346.28	0	0
Sobic.009G084700.1	780	592.571	4	0.895305
Sobic.009G084800.1	800	612.571	25	5.41296
Sobic.009G084900.1	3873	3685.28	1783	64.1701
Sobic.009G085001.1	1421	1233.28	1	0.107545
Sobic.009G085051.1	1797	1609.28	0	0
Sobic.009G085100.2	1401	1213.28	769	84.0656
Sobic.009G085150.1	258	79.3369	1	1.67177
Sobic.009G085200.1	1560	1372.28	929	89.7896
Sobic.009G085250.1	1758	1570.28	0	0
Sobic.009G085300.2	636	448.675	0	0
Sobic.009G085400.1	1370	1182.28	355.215	39.8497
Sobic.009G085500.1	2918	2730.28	391.218	19.0048
Sobic.009G085600.1	1191	1003.28	87	11.5014
Sobic.009G085700.1	240	64.4393	0	0
Sobic.009G085900.1	1578	1390.28	112	10.6849
Sobic.009G086100.1	1476	1288.28	0	0
Sobic.009G086200.1	2106	1918.28	220	15.2112
Sobic.009G086300.1	2175	1987.28	4	0.266964
Sobic.009G086350.1	1450	1262.28	0	0
Sobic.009G086400.1	657	469.675	0	0
Sobic.009G086600.2	2003	1815.28	0	0
Sobic.009G086800.1	1655	1467.28	0	0
Sobic.009G086900.19	1865	1677.28	360	28.4675
Sobic.009G087000.1	3166	2978.28	30	1.336
Sobic.009G087100.1	1785	1597.28	9	0.747333
Sobic.009G087200.1	2195	2007.28	0	0
Sobic.009G087300.1	2055	1867.28	22.038	1.56536
Sobic.009G087421.1	2154	1966.28	214.105	14.4422
Sobic.009G087480.1	486	298.851	25	11.0953
Sobic.009G087540.1	1240	1052.28	5	0.63022
Sobic.009G087600.1	4150	3962.28	1742.62	58.3325
Sobic.009G087700.1	1496	1308.28	22	2.23036
Sobic.009G087800.1	1642	1454.28	413	37.6665
Sobic.009G087900.1	1734	1546.28	0	0
Sobic.009G088000.3	2761	2573.28	311	16.0297
Sobic.009G088100.1	3418	3230.28	81	3.32581
Sobic.009G088200.1	4711	4523.28	12	0.351868
Sobic.009G088300.1	453	265.964	5	2.49343
Sobic.009G088500.1	791	603.571	0	0
Sobic.009G088550.1	1809	1621.28	0	0
Sobic.009G088562.1	309	125.014	0	0
Sobic.009G088575.1	1421	1233.28	3	0.322636
Sobic.009G088600.1	976	788.355	5	0.841201
Sobic.009G088700.3	1926	1738.28	29	2.21274
Sobic.009G088800.1	1401	1213.28	9	0.983863
Sobic.009G088900.1	908	720.507	0	0
Sobic.009G089000.1	2976	2788.28	0	0
Sobic.009G089102.1	735	547.571	167	40.4508
Sobic.009G089200.3	2651	2463.28	1	0.0538441
Sobic.009G089532.1	2241	2053.28	0	0
Sobic.009G089700.1	1181	993.275	496	66.2313
Sobic.009G089800.1	1233	1045.28	0	0
Sobic.009G090000.1	267	87.1911	0	0
Sobic.009G090100.4	1286	1098.28	0	0
Sobic.009G090250.1	757	569.571	0	0
Sobic.009G090325.1	1032	844.275	1	0.157097
Sobic.009G090400.1	2457	2269.28	0	0
Sobic.009G090500.2	3130	2942.28	227.956	10.2759
Sobic.009G090632.1	825	637.507	1	0.208049
Sobic.009G090666.1	516	328.788	0	0
Sobic.009G090800.1	1186	998.275	800	106.29
Sobic.009G090900.1	792	604.571	0	0
Sobic.009G091000.1	3216	3028.28	0	0
Sobic.009G091300.3	2914	2726.28	1	0.0486499
Sobic.009G091600.1	974	786.355	0	0
Sobic.009G091800.3	2525	2337.28	1283	72.8062
Sobic.009G091900.2	1111	923.275	3	0.430964
Sobic.009G091940.1	597	409.717	4	1.29487
Sobic.009G091980.1	1833	1645.28	0	0
Sobic.009G092004.1	390	203.444	0	0
Sobic.009G092028.1	1572	1384.28	7.42962	0.711861
Sobic.009G092052.1	1313	1125.28	11.5704	1.36377
Sobic.009G092076.1	2480	2292.28	238	13.7709
Sobic.009G092100.1	2468	2280.28	29	1.68679
Sobic.009G092300.1	2906	2718.28	1	0.0487931
Sobic.009G092400.1	1991	1803.28	971	71.4182
Sobic.009G092900.1	1958	1770.28	191	14.3101
Sobic.009G093000.1	738	550.571	0	0
Sobic.009G093100.1	3505	3317.28	2867	114.63
Sobic.009G093200.1	2040	1852.28	2630	188.322
Sobic.009G093350.1	1311	1123.28	0	0
Sobic.009G093400.2	378	191.621	53	36.6846
Sobic.009G093800.3	1271	1083.28	35	4.28529
Sobic.009G093900.1	1932	1744.28	139	10.5694
Sobic.009G094300.1	1880	1692.28	450	35.269
Sobic.009G094700.1	1242	1054.28	127	15.9772
Sobic.009G094800.3	2159	1971.28	163	10.9671
Sobic.009G095100.3	1719	1531.28	171	14.8113
Sobic.009G095350.1	528	340.755	0	0
Sobic.009G095400.2	1555	1367.28	22	2.13412
Sobic.009G095480.1	1632	1444.28	0	0
Sobic.009G095560.1	1743	1555.28	0	0
Sobic.009G095640.1	1314	1126.28	0	0
Sobic.009G095641.1	957	769.432	0	0
Sobic.009G095720.1	1282	1094.28	0	0
Sobic.009G095800.1	941	753.507	0	0
Sobic.009G096100.1	1583	1395.28	87	8.2701
Sobic.009G096300.1	1087	899.275	0	0
Sobic.009G096433.1	2032	1844.28	1	0.071916
Sobic.009G096566.1	213	43.6629	0	0
Sobic.009G096700.1	1747	1559.28	0	0
Sobic.009G096850.1	640	452.675	0	0
Sobic.009G097000.2	1187	999.275	0	0
Sobic.009G097100.1	2377	2189.28	422	25.566
Sobic.009G097200.1	543	355.755	17	6.33795
Sobic.009G097300.3	2521	2333.28	43	2.4443
Sobic.009G098000.1	2159	1971.28	0	0
Sobic.009G098100.1	2149	1961.28	841	56.8734
Sobic.009G098150.1	972	784.355	0	0
Sobic.009G098200.1	843	655.507	0	0
Sobic.009G098300.1	1138	950.275	51	7.11823
Sobic.009G098400.1	1103	915.275	0	0
Sobic.009G098501.1	417	230.183	0	0
Sobic.009G098601.1	900	712.507	0	0
Sobic.009G098634.1	300	116.695	4	4.54633
Sobic.009G098667.1	1066	878.275	74	11.1751
Sobic.009G098700.1	832	644.507	1	0.20579
Sobic.009G098801.1	1794	1606.28	0	0
Sobic.009G098900.1	1137	949.275	0	0
Sobic.009G099000.1	2107	1919.28	6	0.414634
Sobic.009G099100.2	4444	4256.28	88	2.74223
Sobic.009G099200.1	2635	2447.28	368	19.9442
Sobic.009G099300.1	288	105.691	0	0
Sobic.009G099400.1	288	105.691	0	0
Sobic.009G099450.1	1743	1555.28	0	0
Sobic.009G099500.5	2028	1840.28	167.596	12.079
Sobic.009G099600.3	249	71.7012	62	114.688
Sobic.009G099850.1	477	289.909	1	0.457499
Sobic.009G100050.1	1882	1694.28	33.8107	2.6468
Sobic.009G100100.1	1766	1578.28	8	0.672293
Sobic.009G100201.1	887	699.507	92	17.444
Sobic.009G100300.1	1122	934.275	232	32.9355
Sobic.009G100500.1	3458	3270.28	1323	53.6571
Sobic.009G100700.1	2748	2560.28	204	10.5681
Sobic.009G100800.1	863	675.507	268	52.6206
Sobic.009G100900.1	858	670.507	2	0.39562
Sobic.009G100950.1	333	147.887	18	16.1434
Sobic.009G101000.1	992	804.275	6	0.989459
Sobic.009G101100.1	2033	1845.28	5	0.359385
Sobic.009G101200.1	3598	3410.28	286	11.1232
Sobic.009G101250.1	1734	1546.28	0	0
Sobic.009G101300.1	2034	1846.28	346	24.856
Sobic.009G101400.5	1567	1379.28	2053	197.419
Sobic.009G101600.2	3104	2916.28	330	15.0085
Sobic.009G101700.2	1086	898.275	148	21.8526
Sobic.009G101800.2	1979	1791.28	6	0.444263
Sobic.009G102000.4	2930	2742.28	93	4.49804
Sobic.009G102100.1	1119	931.275	172	24.4964
Sobic.009G102200.2	1991	1803.28	25	1.83878
Sobic.009G102300.1	2827	2639.28	139	6.98524
Sobic.009G102400.1	1199	1011.28	0	0
Sobic.009G102500.1	1425	1237.28	310	33.2313
Sobic.009G102600.2	3486	3298.28	2	0.0804256
Sobic.009G102700.1	1148	960.275	0	0
Sobic.009G102800.1	2271	2083.28	2	0.127331
Sobic.009G102900.1	3516	3328.28	156.941	6.25416
Sobic.009G103000.3	2368	2180.28	596	36.2565
Sobic.009G103101.1	1067	879.275	0	0
Sobic.009G103300.1	1762	1574.28	0	0
Sobic.009G103350.1	370	183.753	0	0
Sobic.009G103400.1	1252	1064.28	0	0
Sobic.009G103600.1	3356	3168.28	430	18.001
Sobic.009G103700.1	1537	1349.28	173	17.0058
Sobic.009G103750.1	1726	1538.28	520	44.8354
Sobic.009G103800.1	1404	1216.28	0	0
Sobic.009G103850.1	495	307.851	0	0
Sobic.009G103900.1	1423	1235.28	2	0.214742
Sobic.009G104000.1	1289	1101.28	673	81.0533
Sobic.009G104100.1	1939	1751.28	566	42.866
Sobic.009G104202.1	573	385.717	22.2496	7.65078
Sobic.009G104300.3	1453	1265.28	234.75	24.6078
Sobic.009G104400.1	804	616.571	0	0
Sobic.009G104500.2	885	697.507	0	0
Sobic.009G104600.1	1037	849.275	0	0
Sobic.009G104700.2	1673	1485.28	1333	119.035
Sobic.009G104800.1	3881	3693.28	765	27.4727
Sobic.009G104875.1	1836	1648.28	0	0
Sobic.009G104900.1	5917	5729.28	102	2.3613
Sobic.009G105000.1	3043	2855.28	310	14.4001
Sobic.009G105050.1	1818	1630.28	0	0
Sobic.009G105100.1	3658	3470.28	0	0
Sobic.009G105200.1	4606	4418.28	96	2.88184
Sobic.009G105300.1	1030	842.275	20	3.1494
Sobic.009G105400.2	1847	1659.28	13	1.03915
Sobic.009G105500.1	2945	2757.28	29	1.39498
Sobic.009G105600.1	560	372.755	858	305.292
Sobic.009G105700.2	476	288.909	612	280.958
Sobic.009G105800.1	2279	2091.28	265	16.8068
Sobic.009G105900.1	3948	3760.28	659	23.2443
Sobic.009G106000.3	1117	929.275	0	0
